#Blackbody from generate_blackbody_input.pro
#temperature =       20000.0
#radius (solar radii) =       10.0000
#
#wavelength [microns], luminosity [ergs s^-1 Hz^-1]
    0.0900000   1.1118254e+21
    0.0909049   1.1684451e+21
    0.0918190   1.2269789e+21
    0.0927422   1.2874350e+21
    0.0936747   1.3498248e+21
    0.0946166   1.4141510e+21
    0.0955680   1.4804181e+21
    0.0965289   1.5486281e+21
    0.0974995   1.6187739e+21
    0.0984799   1.6908536e+21
    0.0994700   1.7648532e+21
     0.100470   1.8407644e+21
     0.101480   1.9185705e+21
     0.102501   1.9982522e+21
     0.103531   2.0797876e+21
     0.104572   2.1631524e+21
     0.105624   2.2483172e+21
     0.106686   2.3352515e+21
     0.107759   2.4239195e+21
     0.108842   2.5142842e+21
     0.109937   2.6063023e+21
     0.111042   2.6999328e+21
     0.112159   2.7951266e+21
     0.113286   2.8918351e+21
     0.114425   2.9900035e+21
     0.115576   3.0895745e+21
     0.116738   3.1904937e+21
     0.117912   3.2926979e+21
     0.119097   3.3961222e+21
     0.120295   3.5007010e+21
     0.121504   3.6063644e+21
     0.122726   3.7130448e+21
     0.123960   3.8206666e+21
     0.125207   3.9291552e+21
     0.126466   4.0384352e+21
     0.127737   4.1484224e+21
     0.129021   4.2590446e+21
     0.130319   4.3702175e+21
     0.131629   4.4818577e+21
     0.132953   4.5938796e+21
     0.134289   4.7061986e+21
     0.135640   4.8187337e+21
     0.137004   4.9313923e+21
     0.138381   5.0440901e+21
     0.139773   5.1567387e+21
     0.141178   5.2692507e+21
     0.142598   5.3815410e+21
     0.144031   5.4935164e+21
     0.145480   5.6050944e+21
     0.146942   5.7161869e+21
     0.148420   5.8267034e+21
     0.149912   5.9365642e+21
     0.151420   6.0456802e+21
     0.152942   6.1539657e+21
     0.154480   6.2613429e+21
     0.156033   6.3677260e+21
     0.157602   6.4730329e+21
     0.159187   6.5771864e+21
     0.160787   6.6801111e+21
     0.162404   6.7817272e+21
     0.164037   6.8819619e+21
     0.165686   6.9807420e+21
     0.167352   7.0779987e+21
     0.169035   7.1736600e+21
     0.170735   7.2676627e+21
     0.172451   7.3599429e+21
     0.174185   7.4504377e+21
     0.175937   7.5390838e+21
     0.177706   7.6258287e+21
     0.179493   7.7106165e+21
     0.181297   7.7933954e+21
     0.183120   7.8741157e+21
     0.184962   7.9527249e+21
     0.186821   8.0291884e+21
     0.188700   8.1034532e+21
     0.190597   8.1754887e+21
     0.192514   8.2452526e+21
     0.194449   8.3127132e+21
     0.196405   8.3778419e+21
     0.198379   8.4406028e+21
     0.200374   8.5009769e+21
     0.202389   8.5589362e+21
     0.204424   8.6144614e+21
     0.206479   8.6675346e+21
     0.208555   8.7181403e+21
     0.210652   8.7662651e+21
     0.212771   8.8119001e+21
     0.214910   8.8550320e+21
     0.217071   8.8956618e+21
     0.219253   8.9337820e+21
     0.221458   8.9693929e+21
     0.223685   9.0024963e+21
     0.225934   9.0330981e+21
     0.228206   9.0611989e+21
     0.230500   9.0868101e+21
     0.232818   9.1099424e+21
     0.235159   9.1306053e+21
     0.237523   9.1488162e+21
     0.239912   9.1645889e+21
     0.242324   9.1779453e+21
     0.244760   9.1888974e+21
     0.247222   9.1974725e+21
     0.249707   9.2036938e+21
     0.252218   9.2075844e+21
     0.254754   9.2091683e+21
     0.257316   9.2084767e+21
     0.259903   9.2055375e+21
     0.262516   9.2003781e+21
     0.265156   9.1930353e+21
     0.267822   9.1835364e+21
     0.270515   9.1719192e+21
     0.273235   9.1582185e+21
     0.275982   9.1424636e+21
     0.278757   9.1246992e+21
     0.281560   9.1049609e+21
     0.284391   9.0832830e+21
     0.287251   9.0597112e+21
     0.290139   9.0342782e+21
     0.293056   9.0070277e+21
     0.296003   8.9779993e+21
     0.298979   8.9472359e+21
     0.301985   8.9147778e+21
     0.305022   8.8806674e+21
     0.308089   8.8449464e+21
     0.311187   8.8076558e+21
     0.314316   8.7688423e+21
     0.317476   8.7285479e+21
     0.320668   8.6868139e+21
     0.323893   8.6436840e+21
     0.327149   8.5991985e+21
     0.330439   8.5534067e+21
     0.333761   8.5063454e+21
     0.337117   8.4580603e+21
     0.340507   8.4085941e+21
     0.343931   8.3579900e+21
     0.347389   8.3062859e+21
     0.350882   8.2535298e+21
     0.354410   8.1997584e+21
     0.357974   8.1450162e+21
     0.361573   8.0893421e+21
     0.365209   8.0327774e+21
     0.368881   7.9753639e+21
     0.372590   7.9171387e+21
     0.376336   7.8581429e+21
     0.380120   7.7984139e+21
     0.383942   7.7379904e+21
     0.387803   7.6769128e+21
     0.391702   7.6152147e+21
     0.395641   7.5529351e+21
     0.399619   7.4901095e+21
     0.403637   7.4267703e+21
     0.407695   7.3629582e+21
     0.411795   7.2987027e+21
     0.415935   7.2340428e+21
     0.420117   7.1690054e+21
