#Pa_CSFR_z0.02_f1
#age = 10 Myrs
#1221
#wave, log(total), log(stellar), log(nebular), log(total+elines) [ergs/sec/Hz]
   4290.00  17.17654  17.15345  15.89075  17.18045
   4310.00  17.16760  17.14379  15.89479  17.22720
   4330.00  17.15198  17.12703  15.89881  17.35905
   4350.00  17.12566  17.09885  15.90281  17.34605
   4370.00  17.16868  17.14491  15.89521  17.23441
   4390.00  17.16508  17.14020  15.91076  17.17133
   4410.00  17.16538  17.14097  15.90313  17.16568
   4430.00  17.16584  17.14122  15.90706  17.16779
   4450.00  17.16448  17.13955  15.91097  17.18087
   4470.00  17.15763  17.13277  15.90296  17.19251
   4490.00  17.16211  17.13729  15.90684  17.18098
   4510.00  17.16457  17.13966  15.91070  17.16714
   4530.00  17.15862  17.13313  15.91455  17.15871
   4550.00  17.15516  17.12923  15.91837  17.15516
   4570.00  17.15897  17.13304  15.92218  17.15897
   4590.00  17.15365  17.12714  15.92597  17.15365
   4610.00  17.15377  17.12703  15.92975  17.15377
   4630.00  17.14924  17.12197  15.93351  17.14924
   4650.00  17.14341  17.11631  15.92502  17.14341
   4670.00  17.14803  17.12100  15.92875  17.14803
   4690.00  17.14358  17.11683  15.91987  17.14358
   4710.00  17.13872  17.11059  15.93616  17.13872
   4730.00  17.14403  17.11684  15.92725  17.14403
   4750.00  17.14396  17.11652  15.93091  17.14396
   4770.00  17.14479  17.11716  15.93456  17.14479
   4790.00  17.14224  17.11420  15.93820  17.14238
   4810.00  17.13837  17.11069  15.92885  17.14805
   4830.00  17.13682  17.10793  15.94542  17.27866
   4850.00  17.11815  17.08768  15.94901  17.55345
   4870.00  17.08121  17.04868  15.93962  17.56010
   4890.00  17.13019  17.10099  15.94318  17.30124
   4910.00  17.13012  17.09975  15.95969  17.14400
   4930.00  17.12238  17.09213  15.95025  17.12277
   4950.00  17.12802  17.09792  15.95377  17.14329
   4970.00  17.12727  17.09782  15.94391  17.41207
   4990.00  17.12104  17.08992  15.96076  17.97168
   5010.00  17.11036  17.07919  15.95087  18.15692
   5030.00  17.11748  17.08557  15.96770  17.82108
   5050.00  17.11444  17.08306  15.95778  17.26550
   5070.00  17.11788  17.08547  15.97458  17.12243
   5090.00  17.11298  17.08097  15.96463  17.11301
   5110.00  17.11203  17.07968  15.96804  17.11203
   5130.00  17.10656  17.07352  15.97143  17.10657
   5150.00  17.10424  17.07074  15.97481  17.10470
   5170.00  17.10152  17.06753  15.97818  17.10838
   5190.00  17.10180  17.06756  15.98153  17.12681
   5210.00  17.10142  17.06687  15.98487  17.12482
   5230.00  17.10225  17.06749  15.98820  17.10783
   5250.00  17.10242  17.06854  15.97773  17.10275
   5270.00  17.09389  17.05904  15.98103  17.09389
   5290.00  17.10106  17.06653  15.98432  17.10106
   5310.00  17.10111  17.06631  15.98760  17.10111
   5330.00  17.09423  17.05857  15.99086  17.09423
   5350.00  17.09847  17.06409  15.97988  17.09847
   5370.00  17.09806  17.06218  15.99736  17.09806
   5390.00  17.09390  17.05737  16.00059  17.09390
   5410.00  17.08993  17.05402  15.98956  17.08993
   5430.00  17.09072  17.05460  15.99277  17.09072
   5450.00  17.09357  17.05616  16.01020  17.09357
   5470.00  17.08940  17.05132  16.01338  17.08940
   5490.00  17.08867  17.05024  16.01655  17.08867
   5510.00  17.08646  17.04883  16.00547  17.08646
   5530.00  17.08708  17.04922  16.00862  17.08708
   5550.00  17.08767  17.04958  16.01175  17.08767
   5570.00  17.08566  17.04709  16.01488  17.08566
   5590.00  17.08245  17.04466  16.00327  17.08245
   5610.00  17.08480  17.04695  16.00637  17.08480
   5630.00  17.08223  17.04247  16.02419  17.08223
   5650.00  17.08111  17.04094  16.02727  17.08111
   5670.00  17.07722  17.03780  16.01561  17.07722
   5690.00  17.07754  17.03786  16.01867  17.07755
   5710.00  17.07546  17.03528  16.02172  17.07593
   5730.00  17.08166  17.04179  16.02475  17.08688
   5750.00  17.07633  17.03417  16.04250  17.09109
   5770.00  17.07774  17.03689  16.03080  17.08820
   5790.00  17.07301  17.03140  16.03380  17.07490
   5810.00  17.07518  17.03349  16.03680  17.07538
   5830.00  17.07693  17.03511  16.03978  17.08232
   5850.00  17.07410  17.03168  16.04276  17.13543
   5870.00  17.06777  17.02502  16.03969  17.23381
   5890.00  17.06427  17.02053  16.04567  17.19651
   5910.00  17.07023  17.02666  16.05012  17.09827
   5930.00  17.06928  17.02641  16.04241  17.07066
   5950.00  17.06797  17.02417  16.04993  17.06799
   5970.00  17.07036  17.02650  16.05284  17.07036
   5990.00  17.06618  17.02157  16.05575  17.06618
   6010.00  17.06436  17.01957  16.05558  17.06436
   6030.00  17.06594  17.02084  16.06000  17.06594
   6050.00  17.06668  17.02168  16.05981  17.06668
   6070.00  17.06645  17.02111  16.06267  17.06645
   6090.00  17.06112  17.01504  16.06399  17.06112
   6110.00  17.06012  17.01361  16.06684  17.06012
   6130.00  17.05503  17.00779  16.06813  17.05503
   6150.00  17.05531  17.00777  16.07096  17.05531
   6170.00  17.05284  17.00487  16.07222  17.05284
   6190.00  17.05779  17.01007  16.07503  17.05779
   6210.00  17.05639  17.00837  16.07628  17.05639
   6230.00  17.05136  17.00260  16.07750  17.05141
   6250.00  17.04578  16.99601  16.08029  17.04889
   6270.00  17.05175  17.00256  16.08149  17.09928
   6290.00  17.05330  17.00396  16.08426  17.22544
   6310.00  17.04823  16.99813  16.08544  17.23953
   6330.00  17.05051  17.00055  16.08661  17.11982
   6350.00  17.04832  16.99775  16.08935  17.05521
   6370.00  17.04722  16.99618  16.09208  17.04741
   6390.00  17.04878  16.99799  16.09162  17.04878
   6410.00  17.04644  16.99482  16.09593  17.04644
   6430.00  17.04711  16.99543  16.09704  17.04711
   6450.00  17.04619  16.99426  16.09814  17.04619
   6470.00  17.04584  16.99372  16.09922  17.04584
   6490.00  17.04086  16.98776  16.10190  17.04161
   6510.00  17.04420  16.99140  16.10296  17.09537
   6530.00  17.04263  16.98928  16.10563  17.56473
   6550.00  17.03325  16.97830  16.10828  18.13130
   6570.00  16.99740  16.93722  16.10931  18.27056
   6590.00  17.03889  16.98441  16.11033  18.01277
   6610.00  17.04186  16.98744  16.11296  17.48245
   6630.00  17.04172  16.98692  16.11559  17.09273
   6650.00  17.04085  16.98602  16.11494  17.06339
   6670.00  17.03617  16.98058  16.11590  17.13410
   6690.00  17.03871  16.98311  16.11850  17.37743
   6710.00  17.03539  16.97920  16.11945  17.71709
   6730.00  17.03876  16.98268  16.12203  17.74502
   6750.00  17.03602  16.97921  16.12461  17.41761
   6770.00  17.03695  16.98013  16.12553  17.09588
   6790.00  17.03374  16.97635  16.12643  17.03557
   6810.00  17.03481  16.97721  16.12898  17.03482
   6830.00  17.03524  16.97734  16.13153  17.03524
   6850.00  17.03182  16.97330  16.13240  17.03182
   6870.00  17.03360  16.97497  16.13493  17.03360
